#=============================================================================#
#          dieharder version 3.29.5beta Copyright 2003 Robert G. Brown        #
#=============================================================================#
   rng_name    |rands/second|   Seed   |
        AES_OFB|  2.71e+07  |2814800335|
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
#=============================================================================#
   diehard_birthdays|   0|       100|     100|0.43455890|  PASSED  
   diehard_birthdays|   0|       100|     200|0.78583766|  PASSED  
   diehard_birthdays|   0|       100|     300|0.97495528|  PASSED  
   diehard_birthdays|   0|       100|     400|0.62611044|  PASSED  
   diehard_birthdays|   0|       100|     500|0.64836957|  PASSED  
   diehard_birthdays|   0|       100|     600|0.65699322|  PASSED  
   diehard_birthdays|   0|       100|     700|0.65537546|  PASSED  
   diehard_birthdays|   0|       100|     800|0.64803448|  PASSED  
   diehard_birthdays|   0|       100|     900|0.61058813|  PASSED  
   diehard_birthdays|   0|       100|    1000|0.46655437|  PASSED  
   diehard_birthdays|   0|       100|    1100|0.84027583|  PASSED  
   diehard_birthdays|   0|       100|    1200|0.91056950|  PASSED  
   diehard_birthdays|   0|       100|    1300|0.68049671|  PASSED  
   diehard_birthdays|   0|       100|    1400|0.44370866|  PASSED  
   diehard_birthdays|   0|       100|    1500|0.83713492|  PASSED  
   diehard_birthdays|   0|       100|    1600|0.78327145|  PASSED  
   diehard_birthdays|   0|       100|    1700|0.59693203|  PASSED  
   diehard_birthdays|   0|       100|    1800|0.77241754|  PASSED  
   diehard_birthdays|   0|       100|    1900|0.84603240|  PASSED  
   diehard_birthdays|   0|       100|    2000|0.92717176|  PASSED  
   diehard_birthdays|   0|       100|    2100|0.93875289|  PASSED  
   diehard_birthdays|   0|       100|    2200|0.93602691|  PASSED  
   diehard_birthdays|   0|       100|    2300|0.84698715|  PASSED  
   diehard_birthdays|   0|       100|    2400|0.90175049|  PASSED  
   diehard_birthdays|   0|       100|    2500|0.93366286|  PASSED  
   diehard_birthdays|   0|       100|    2600|0.80615635|  PASSED  
   diehard_birthdays|   0|       100|    2700|0.58407204|  PASSED  
   diehard_birthdays|   0|       100|    2800|0.38442284|  PASSED  
   diehard_birthdays|   0|       100|    2900|0.31800243|  PASSED  
   diehard_birthdays|   0|       100|    3000|0.32345746|  PASSED  
   diehard_birthdays|   0|       100|    3100|0.39923776|  PASSED  
   diehard_birthdays|   0|       100|    3200|0.35551776|  PASSED  
   diehard_birthdays|   0|       100|    3300|0.27614281|  PASSED  
   diehard_birthdays|   0|       100|    3400|0.21196355|  PASSED  
   diehard_birthdays|   0|       100|    3500|0.10868234|  PASSED  
   diehard_birthdays|   0|       100|    3600|0.14147466|  PASSED  
   diehard_birthdays|   0|       100|    3700|0.12457635|  PASSED  
   diehard_birthdays|   0|       100|    3800|0.14838382|  PASSED  
   diehard_birthdays|   0|       100|    3900|0.13166320|  PASSED  
   diehard_birthdays|   0|       100|    4000|0.17779210|  PASSED  
   diehard_birthdays|   0|       100|    4100|0.23546604|  PASSED  
   diehard_birthdays|   0|       100|    4200|0.26956770|  PASSED  
   diehard_birthdays|   0|       100|    4300|0.17374222|  PASSED  
   diehard_birthdays|   0|       100|    4400|0.15393525|  PASSED  
   diehard_birthdays|   0|       100|    4500|0.15616645|  PASSED  
   diehard_birthdays|   0|       100|    4600|0.11235890|  PASSED  
   diehard_birthdays|   0|       100|    4700|0.10654978|  PASSED  
   diehard_birthdays|   0|       100|    4800|0.10837566|  PASSED  
   diehard_birthdays|   0|       100|    4900|0.11012013|  PASSED  
   diehard_birthdays|   0|       100|    5000|0.11977774|  PASSED  
   diehard_birthdays|   0|       100|    5100|0.13838609|  PASSED  
   diehard_birthdays|   0|       100|    5200|0.20251335|  PASSED  
   diehard_birthdays|   0|       100|    5300|0.21595838|  PASSED  
   diehard_birthdays|   0|       100|    5400|0.36677099|  PASSED  
   diehard_birthdays|   0|       100|    5500|0.27173319|  PASSED  
   diehard_birthdays|   0|       100|    5600|0.40550449|  PASSED  
   diehard_birthdays|   0|       100|    5700|0.40074815|  PASSED  
   diehard_birthdays|   0|       100|    5800|0.45020551|  PASSED  
   diehard_birthdays|   0|       100|    5900|0.51797003|  PASSED  
   diehard_birthdays|   0|       100|    6000|0.53361305|  PASSED  
   diehard_birthdays|   0|       100|    6100|0.44455529|  PASSED  
   diehard_birthdays|   0|       100|    6200|0.51430518|  PASSED  
   diehard_birthdays|   0|       100|    6300|0.60801906|  PASSED  
   diehard_birthdays|   0|       100|    6400|0.43845995|  PASSED  
   diehard_birthdays|   0|       100|    6500|0.58670026|  PASSED  
   diehard_birthdays|   0|       100|    6600|0.61740300|  PASSED  
   diehard_birthdays|   0|       100|    6700|0.64800687|  PASSED  
   diehard_birthdays|   0|       100|    6800|0.53967857|  PASSED  
   diehard_birthdays|   0|       100|    6900|0.58536858|  PASSED  
   diehard_birthdays|   0|       100|    7000|0.59484735|  PASSED  
   diehard_birthdays|   0|       100|    7100|0.61867885|  PASSED  
   diehard_birthdays|   0|       100|    7200|0.74954843|  PASSED  
   diehard_birthdays|   0|       100|    7300|0.58474847|  PASSED  
   diehard_birthdays|   0|       100|    7400|0.51591837|  PASSED  
   diehard_birthdays|   0|       100|    7500|0.54355709|  PASSED  
   diehard_birthdays|   0|       100|    7600|0.53370713|  PASSED  
   diehard_birthdays|   0|       100|    7700|0.48793109|  PASSED  
   diehard_birthdays|   0|       100|    7800|0.41165879|  PASSED  
   diehard_birthdays|   0|       100|    7900|0.43624035|  PASSED  
   diehard_birthdays|   0|       100|    8000|0.33708455|  PASSED  
   diehard_birthdays|   0|       100|    8100|0.31710071|  PASSED  
   diehard_birthdays|   0|       100|    8200|0.38132802|  PASSED  
   diehard_birthdays|   0|       100|    8300|0.28015668|  PASSED  
   diehard_birthdays|   0|       100|    8400|0.32523361|  PASSED  
   diehard_birthdays|   0|       100|    8500|0.43534335|  PASSED  
   diehard_birthdays|   0|       100|    8600|0.32593797|  PASSED  
   diehard_birthdays|   0|       100|    8700|0.27071262|  PASSED  
   diehard_birthdays|   0|       100|    8800|0.27700827|  PASSED  
   diehard_birthdays|   0|       100|    8900|0.22873362|  PASSED  
   diehard_birthdays|   0|       100|    9000|0.23439473|  PASSED  
   diehard_birthdays|   0|       100|    9100|0.28402499|  PASSED  
   diehard_birthdays|   0|       100|    9200|0.13611080|  PASSED  
   diehard_birthdays|   0|       100|    9300|0.12119853|  PASSED  
   diehard_birthdays|   0|       100|    9400|0.09261075|  PASSED  
   diehard_birthdays|   0|       100|    9500|0.10581931|  PASSED  
   diehard_birthdays|   0|       100|    9600|0.08934189|  PASSED  
   diehard_birthdays|   0|       100|    9700|0.11254976|  PASSED  
   diehard_birthdays|   0|       100|    9800|0.10521104|  PASSED  
   diehard_birthdays|   0|       100|    9900|0.08044020|  PASSED  
   diehard_birthdays|   0|       100|   10000|0.07900515|  PASSED  
   diehard_birthdays|   0|       100|   10100|0.05680418|  PASSED  
   diehard_birthdays|   0|       100|   10200|0.03814367|  PASSED  
   diehard_birthdays|   0|       100|   10300|0.06419092|  PASSED  
   diehard_birthdays|   0|       100|   10400|0.06986353|  PASSED  
   diehard_birthdays|   0|       100|   10500|0.06194495|  PASSED  
   diehard_birthdays|   0|       100|   10600|0.09068797|  PASSED  
   diehard_birthdays|   0|       100|   10700|0.08075792|  PASSED  
   diehard_birthdays|   0|       100|   10800|0.10078792|  PASSED  
   diehard_birthdays|   0|       100|   10900|0.11900889|  PASSED  
   diehard_birthdays|   0|       100|   11000|0.10652157|  PASSED  
   diehard_birthdays|   0|       100|   11100|0.09977852|  PASSED  
   diehard_birthdays|   0|       100|   11200|0.10253675|  PASSED  
   diehard_birthdays|   0|       100|   11300|0.17756714|  PASSED  
   diehard_birthdays|   0|       100|   11400|0.17413371|  PASSED  
   diehard_birthdays|   0|       100|   11500|0.12675069|  PASSED  
   diehard_birthdays|   0|       100|   11600|0.14770203|  PASSED  
   diehard_birthdays|   0|       100|   11700|0.16422391|  PASSED  
   diehard_birthdays|   0|       100|   11800|0.17479383|  PASSED  
   diehard_birthdays|   0|       100|   11900|0.17140918|  PASSED  
   diehard_birthdays|   0|       100|   12000|0.12015848|  PASSED  
   diehard_birthdays|   0|       100|   12100|0.11283599|  PASSED  
   diehard_birthdays|   0|       100|   12200|0.10593067|  PASSED  
   diehard_birthdays|   0|       100|   12300|0.10389891|  PASSED  
   diehard_birthdays|   0|       100|   12400|0.13741840|  PASSED  
   diehard_birthdays|   0|       100|   12500|0.15242727|  PASSED  
   diehard_birthdays|   0|       100|   12600|0.12675437|  PASSED  
   diehard_birthdays|   0|       100|   12700|0.10948096|  PASSED  
   diehard_birthdays|   0|       100|   12800|0.12189936|  PASSED  
   diehard_birthdays|   0|       100|   12900|0.08470100|  PASSED  
   diehard_birthdays|   0|       100|   13000|0.11241295|  PASSED  
   diehard_birthdays|   0|       100|   13100|0.13553931|  PASSED  
   diehard_birthdays|   0|       100|   13200|0.13323940|  PASSED  
   diehard_birthdays|   0|       100|   13300|0.13570623|  PASSED  
   diehard_birthdays|   0|       100|   13400|0.14413622|  PASSED  
   diehard_birthdays|   0|       100|   13500|0.13049415|  PASSED  
   diehard_birthdays|   0|       100|   13600|0.16201533|  PASSED  
   diehard_birthdays|   0|       100|   13700|0.20640055|  PASSED  
   diehard_birthdays|   0|       100|   13800|0.25915196|  PASSED  
